Date,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
06-13,42845,1127,23653.0,18065.0,37,408.51122092462265,611690.0,,2.6304119500525154,84000037,USA,5832.237804350157,
06-14,44264,1132,23653.0,19479.0,37,422.04086084741516,627130.0,,2.5573829748780046,84000037,USA,5979.452491036494,
06-15,45114,1140,29219.0,14755.0,37,430.14529631913706,638479.0,,2.526931772842133,84000037,USA,6087.661006528933,
06-16,45907,1169,29219.0,15519.0,37,437.70625788275527,651421.0,,2.5464526107129632,84000037,USA,6211.058187558377,
06-17,46934,1181,29219.0,16534.0,37,447.4983228585888,667422.0,,2.516299484382324,84000037,USA,6363.621801656051,
06-18,48167,1188,29219.0,17760.0,37,459.25452160756913,693678.0,,2.4705711379160005,84000037,USA,6613.963046062559,
06-19,49785,1202,29219.0,19364.0,37,459.25452160756913,712313.0,,2.4705711379160005,84000037,USA,6791.640875492608,
06-20,51390,1215,29219.0,20956.0,37,489.9846339903456,731341.0,,2.3642732049036783,84000037,USA,6973.065814499579,
06-21,52801,1223,29219.0,22359.0,37,489.9846339903456,745775.0,,2.3642732049036783,84000037,USA,7110.688663439385,
06-22,53964,1278,36921.0,15765.0,37,514.5267715247132,757345.0,,2.3682454969979987,84000037,USA,7221.004332154472,
06-23,54639,1296,36921.0,16422.0,37,520.9626467522571,773828.0,,2.3719321363860977,84000037,USA,7378.163637896111,
06-24,56527,1325,36921.0,18281.0,37,538.9640281294467,791285.0,,2.344012595750703,84000037,USA,7544.609673225348,
06-25,57472,1336,36921.0,19215.0,37,547.9742534480082,811278.0,,2.324610244988864,84000037,USA,7735.2355301502175,
06-26,59158,1348,36921.0,20889.0,37,564.0496395719181,836725.0,,2.278643632306704,84000037,USA,7977.8632589136405,
06-27,60812,1353,36921.0,22538.0,37,579.8199175368924,855131.0,,2.2248898243767683,84000037,USA,8153.357658081303,
06-28,62248,1352,36921.0,23975.0,37,593.5116461691192,871905.0,,2.1719573319624725,84000037,USA,8313.291541143262,
06-29,63736,1357,45538.0,16841.0,37,607.699175559616,886305.0,,2.129095016944898,84000037.0,USA,8450.590212664201,
06-30,65327,1380,45538.0,18409.0,37,622.8687718366863,910033.0,,2.112449676244126,84000037,USA,8676.827912514813,
07-01,66751,1398,45538.0,19815.0,37,636.4460849093123,942238.0,,2.094350646432263,84000037,USA,8983.890670593408,
07-02,68216,1409,45538.0,21269.0,37,650.4143178105743,971120.0,,2.065497830421016,84000037,USA,9259.269853292557,
07-03,70262,1419,45538.0,23305.0,37,669.9221707225075,999293.0,,2.019583843329253,84000037,USA,9527.88898334529,
07-04,71670,1422,45538.0,24710.0,37,683.3469297156659,1018296.0,,1.9840937630807869,84000037,USA,9709.075556603091,
07-05,72992,1423,45538.0,26031.0,37,695.9517105316852,1036838.0,,1.9495287154756689,84000037,USA,9885.866665446234,
07-06,74775,1432,55318.0,18025.0,37,712.951955762368,1051846.0,,1.9150785690404544,84000037,USA,10028.962391986945,
07-07,76290,1446,55318.0,19526.0,37,727.3969201619667,1071290.0,,1.8953991348800632,84000037,USA,10214.353737060075,
07-08,77687,1462,55318.0,20907.0,37,740.7167982254911,1096682.0,,1.8819107443973893,84000037,USA,10456.45706117533,
07-09,79656,1477,55318.0,22861.0,37,759.4904846299858,1121811.0,,1.8542231595862209,84000037,USA,10696.052777609333,
07-10,82032,1497,55318.0,25217.0,37,782.1447654309405,1150612.0,,1.8248976009362199,84000037,USA,10970.659655281175,
07-11,83906,1513,55318.0,27075.0,37,800.0126619885957,1176058.0,,1.8032083522036564,84000037,USA,11213.277849414631,
07-12,85771,1522,55318.0,28931.0,37,817.7947468765506,1199575.0,,1.7744925440999872,84000037,USA,11437.503742342264,
07-13,87669,1529,67124.0,19016.0,37,835.8914745534074,1220486.0,,1.7440600440292464,84000037,USA,11636.882389576593,
07-14,90000,1571,67124.0,21305.0,37,858.1166970058592,1254846.0,,1.7455555555555555,84000037,USA,11964.492275233491,
07-15,91837,1589,67124.0,23124.0,37,875.6318122547455,1284637.0,,1.7302394459749342,84000037,USA,12248.5384365724,
07-16,93708,1607,67124.0,24977.0,37,893.4711049225008,1312757.0,,1.7149016092542793,84000037,USA,12516.652231236896,
07-17,95570,1623,67124.0,26823.0,37,911.2245859205552,1343974.0,,1.698231662655645,84000037,USA,12814.294774908365,
07-18,98092,1648,67124.0,29320.0,37,935.2709226966526,1379143.0,,1.6800554581413367,84000037,USA,13149.618176208352,
07-19,99803,1652,67124.0,31027.0,37,951.5846745697307,1394864.0,,1.6552608639018866,84000037,USA,13299.512093915342,
07-20,101231,1677,78707.0,20847.0,37,965.2001261622237,1423888.0,,1.6566071657891357,84000037,USA,13576.245194069763,
07-21,103216,1705,78707.0,22804.0,37,984.1263666461864,1458997.0,,1.6518756781894282,84000037,USA,13910.996517571753,
07-22,105276,1732,78707.0,24837.0,37,1003.7677043776537,1491820.0,,1.6451992856871462,84000037,USA,14223.951676969788,
07-23,107125,1756,78707.0,26662.0,37,1021.3972351861407,1523675.0,,1.6392065344224038,84000037,USA,14527.677314560031,
07-24,109728,1789,78707.0,29232.0,37,1046.2158769895436,1550297.0,,1.6303951589384658,84000037,USA,14781.50823353436,
07-25,111421,1811,78707.0,30903.0,37,1062.3580055232203,1579042.0,,1.6253668518501898,84000037,USA,15055.581171928066,
07-26,112937,1817,78707.0,32413.0,37,1076.8125045527859,1613385.0,,1.6088615776937585,84000037,USA,15383.028968875537,
07-27,114916,1838,92302.0,20776.0,37,1095.6815372569479,1635476.0,,1.5994291482474154,84000037,USA,15593.658479470609,
07-28,116700,1860,92302.0,22538.0,37,1112.6913171175977,1663540.0,,1.5938303341902311,84000037,USA,15861.238334856967,
07-29,118387,1888,92302.0,24197.0,37,1128.776237871474,1691434.0,,1.5947696959970268,84000037,USA,16127.197303148985,
07-30,120532,1922,92302.0,26308.0,37,1149.2280191501136,1724924.0,,1.594597285368201,84000037,USA,16446.512060734833,
07-31,122298,1942,92302.0,28054.0,37,1166.066175671362,1757102.0,,1.5879245776709352,84000037,USA,16753.317383804326,
08-01,124006,1979,92302.0,29725.0,37,1182.3513236545398,1786412.0,,1.5958905214263823,84000037,USA,17032.777388129234,
08-02,125330,1983,92302.0,31045.0,37,1194.9751737304925,1813510.0,,1.5822229314609433,84000037,USA,17291.14679096773,
08-03,127630,2043,105093.0,20494.0,37,1216.9048226539758,1837410.0,,1.6007208336597978,84000037,USA,17519.02444717262,
08-04,128715,2061,105093.0,21561.0,37,1227.2498961678796,1854026.0,,1.6012119799557158,84000037,USA,17677.451858699835,
